env_temp,env_humid,diss_ox,ph_level,turbidity,tot_diss_solid,water_temp,hardness,wqi,sep
34.04,75.88,6,7.3,17,278.39,29.04,447.65,44.68,1
36.89,67.02,7,5.22,4.38,27007.89,31.89,164.79,121.37,0
31.15,72.98,7,6.77,18,62.19,26.15,224.24,89.19,1
32.34,75.74,6,6.8,17,81.23,27.34,246.45,81.15,1
33.7,77.09,7,9.54,3.02,20044.21,28.7,200.56,99.72,0
37.83,63.1,6,6.88,17,181.43,32.83,345.07,57.96,1
38.79,63.08,6,6.86,18,54.45,33.79,220.97,90.51,1
33.84,74.54,5,6.68,5.21,18989.32,28.84,272.11,73.5,0
31.23,74.32,7,6.71,17,232.55,26.23,395.04,50.63,1
30.98,74.16,7,6.72,18,69.86,25.98,232.7,85.95,1
39.37,60.6,8,8,4.66,16367.46,34.37,146.97,136.08,0
33.63,76.73,7,5.78,5.16,14710.72,28.63,169.73,117.84,0
33.85,72.39,7,6.99,18,257.97,28.85,425.05,47.05,1
34.6,71.02,6,7.71,16,119.91,29.6,284.84,70.21,1
33.69,76.5,7,6.5,16,18.6,28.69,186.98,106.96,1
39.54,60.57,8,5.9,4.59,25394.1,34.54,201.86,99.08,0
38.62,61.66,7,6.79,18,110.84,33.62,276.53,72.32,1
37.07,67.08,5,8.25,3.94,9913.96,32.07,175.91,113.69,0
34.43,71.31,6,6.62,16,261.37,29.43,425.16,47.04,1
39.03,63.14,9,4.29,2.8,30434.27,34.03,212.81,93.98,0
34.29,75.54,6,6.65,3.66,19155.73,29.29,187.95,106.41,0
35.78,71.82,3,6.35,4.53,19743.15,30.78,97.28,205.59,0
33.73,76.99,6,8,3.79,25795.69,28.73,192.06,104.14,0
38.5,62.63,6,9.27,4.32,24683.72,33.5,198.61,100.7,0
34.03,69.73,7,6.65,18,246.11,29.03,410.55,48.72,1
32.76,74.59,7,6.62,18,99.85,27.76,266.58,75.02,1
34.69,73.62,8,7.94,2.99,10762.94,29.69,197.05,101.5,0
34.29,72.13,6,7.35,17,304.13,29.29,470.19,42.54,1
33.32,76.38,6,6.85,17,18.6,28.32,186.47,107.26,1
39.64,61.05,8,6.5,3.39,32775.63,34.64,252.01,79.36,0
34.03,73.93,7,7.69,17,60.26,29.03,228.94,87.36,1
34.6,74.05,6,7.34,16,94.31,29.6,261.9,76.37,1
39.49,61.34,8,5.63,5.05,28334.49,34.49,226.83,88.17,0
34.13,75.98,6,8.02,3.18,12135.72,29.13,180.06,111.07,0
39.19,62.08,7,6.22,5.33,19460.38,34.19,130.94,152.74,0
34.51,74.24,7,6.83,16,81.23,29.51,249.32,80.22,1
31.6,73.11,7,6.62,17,254.58,26.6,416.51,48.02,1
34.44,74.15,6,8.62,18,139.57,29.44,310.22,64.47,1
35.82,71.53,7,7.25,16,123.51,30.82,291.93,68.51,1
36.84,68.67,9,8,3.26,11380.3,31.84,279.23,71.62,0
33.51,76.73,8,6.04,3.92,9943.64,28.51,164.03,121.93,0
39.29,62.34,10,10.81,4.42,11848.23,34.29,209.1,95.65,0
37.11,64.36,6,6.92,17,20.64,32.11,184.14,108.61,1
38.16,65.4,6,7.22,17,67.95,33.16,234.89,85.15,1
31.36,73.44,7,6.81,16,62.19,26.36,223.16,89.62,1
37.67,63.91,8,7.79,4.22,25506.91,32.67,164.96,121.24,0
33.7,76.6,6,4.87,3.97,15222.25,28.7,174.06,114.9,0
33.98,73.54,6,7.35,16,99.85,28.98,265.7,75.27,1
33.51,77.32,8,8,4.65,20992.28,28.51,223.38,89.53,0
33.98,76.76,6,8.65,5.15,14799.31,28.98,218.17,91.67,0
34.32,70.96,7,7.33,16,276.68,29.32,441.61,45.29,1
35.13,76.02,6,6.93,18,42.68,30.13,214.89,93.07,1
38.41,63.43,9,7.7,4.38,18126.03,33.41,192.14,104.09,0
33.47,69.99,6,6.73,17,75.56,28.47,237.22,84.31,1
33.91,76.6,9,5.17,4.61,12060.01,28.91,135.71,147.37,0
31.39,72.55,6,6.81,16,73.67,26.39,232.81,85.91,1
36.14,70.13,7,7.49,3.58,25058.16,31.14,205.19,97.47,0
33.23,75.4,7,7.27,16,99.85,28.23,266.98,74.91,1
33.5,76.93,9,7.38,5.34,14417.98,28.5,148.3,134.87,0
39.8,59.67,3,10.32,3.41,10676.51,34.8,217.27,92.05,0
33.45,76.73,8,7.19,2.96,25645.07,28.45,212.48,94.13,0
34.09,74.9,6,7.25,16,283.51,29.09,450.84,44.36,1
33.38,76.77,7,7.74,5.1,30809.71,28.38,219.66,91.05,0
39.39,61.57,6,5.28,4.8,26532.74,34.39,185.71,107.7,0
29.95,77.39,7,7.07,16,164.14,24.95,326.5,61.26,1
33.58,76.83,8,8,5.44,17905.48,28.58,138.53,144.38,0
34.28,75.54,9,8,5.44,11398.73,29.28,152.51,131.14,0
38.51,61.76,7,6.75,16,121.71,33.51,285.24,70.12,1
33.36,75.79,6,7.66,17,67.95,28.36,236.12,84.7,1
38.85,62.3,7,6.81,16,143.11,33.85,307.92,64.95,1
33.7,76.7,8,7.1,4.76,18093.97,28.7,201.63,99.19,0
38.5,62.63,6,9.27,4.32,24683.72,33.5,198.61,100.7,0
31.66,74.08,7,6.7,17,66.03,26.66,229.13,87.29,1
35.01,73.58,6,8.27,4.41,13181.67,30.01,168.69,118.56,0
34.32,73.21,6,7.34,16,305.86,29.32,472.05,42.37,1
38.68,61.95,1,3.88,3.73,7751.81,33.68,243.81,82.03,0
33.29,77.94,6,7.04,17,56.39,28.29,225.95,88.52,1
33.6,76.64,7,7.73,16,136.02,28.6,305.59,65.45,1
39.79,60.35,6,7.14,3.27,9727.65,34.79,180.9,110.56,0
32.71,74.49,6,6.8,17,22.67,27.71,187.38,106.73,1
33.95,73.05,6,6.74,16,18.6,28.95,183.29,109.12,1
37.37,63.56,7,6.68,17,71.77,32.37,235.75,84.84,1
33.67,77.03,8,6.43,2.9,12215.41,28.67,166.85,119.87,0
33.39,76.87,6,7.36,18,62.19,28.39,232.2,86.13,1
34.21,64.61,6,6.98,16,66.03,29.21,223.04,89.67,1
35.34,68.58,7,7.22,17,16.55,30.34,182.03,109.87,1
37.56,65.08,7,7.49,17,30.74,32.56,197.43,101.3,1
38.96,62.47,8,7.37,3.81,18452.02,33.96,213.2,93.81,0
34.37,73.11,6,6.8,18,14.51,29.37,182.16,109.79,1
38.7,63.59,7,8.13,4.82,22982.93,33.7,211.12,94.73,0
39.46,60.89,9,8,3.6,42268.33,34.46,193.5,103.36,0
38.42,64.79,8,1.76,2.97,41538.24,33.42,147.58,135.52,0
37.54,64.78,6,6.68,18,130.68,32.54,296.22,67.52,1
33.79,76.4,6,6.64,3.71,20511.37,28.79,205.23,97.45,0
35.68,68.9,6,7.09,17,16.55,30.68,181.9,109.95,1
33.89,76.11,8,7.44,2.89,34565.7,28.89,194.76,102.69,0
38.48,63.59,7,7.21,17,96.16,33.48,262.92,76.07,1
39.37,61.08,12,5.01,3.67,27218.82,34.37,160.5,124.61,0
33.88,70.44,7,6.67,16,60.26,28.88,223.13,89.63,1
39.82,60.93,10,5.87,5.12,21910.76,34.82,153.67,130.15,0
29.57,78.61,7,6.93,16,141.34,24.57,304.02,65.79,1
33.54,76.34,10,5.67,3.84,24383.74,28.54,142.15,140.7,0
34.21,76.03,6,7.16,5,32751.93,29.21,213,93.9,0
31.23,73.14,6,6.81,18,66.03,26.23,227.44,87.94,1
34.24,71.45,6,6.88,18,261.37,29.24,427.18,46.82,1
39.54,61.92,9,4.75,3.7,33153.81,34.54,186.3,107.35,0
33.38,77.36,8,5.68,3.29,17909.12,28.38,182.15,109.8,0
34.1,73.93,7,6.75,18,18.6,29.1,187.48,106.68,1
31.25,73.14,6,6.82,16,66.03,26.25,225.49,88.7,1
32.9,75.38,6,6.99,17,26.71,27.9,192.88,103.69,1
38.84,62.11,8,9.02,3.99,19859.68,33.84,128.1,156.13,0
33.69,76.7,10,7.48,4.2,22171.32,28.69,162.01,123.45,0
34.13,72.75,7,7.37,18,302.4,29.13,470.78,42.48,1
32.66,74.73,6,6.66,17,99.85,27.66,264.56,75.6,1
35.97,69.55,7,6.91,16,130.68,30.97,297.08,67.32,1
33.75,76.7,8,5.05,3.93,18252.08,28.75,191.72,104.32,0
34,72.46,6,7.01,16,24.69,29,189.16,105.73,1
39.54,61.05,6,7.19,16,81.23,34.54,245.55,81.45,1
34.78,73.72,6,6.94,16,99.85,29.78,267.07,74.89,1
36.51,67.34,6,7.9,17,162.4,31.51,328.66,60.85,1
33.77,76.5,7,7.99,4.65,34585.09,28.77,174.56,114.58,0
33.47,76.44,11,8.47,4.15,15273.05,28.47,128.62,155.5,0
33.81,76.21,7,5.33,4.86,13580.62,28.81,233.14,85.79,0
34.29,75.35,8,9,3.7,20933.51,29.29,234.84,85.17,0
33.77,76.21,7,7.28,17,285.22,28.77,455.25,43.93,1
36.85,66.34,6,6.47,16,60.26,31.85,223.77,89.38,1
35.16,70.95,6,7.35,16,60.26,30.16,225.88,88.54,1
33.81,75.33,7,8.49,18,190.02,28.81,361.46,55.33,1
32.53,75.61,6,6.96,18,22.67,27.53,189.3,105.65,1
31.9,74.44,7,7,16,158.91,26.9,322.15,62.08,1
29.79,76.61,7,7.09,16,44.66,24.79,205.94,97.12,1
34.21,67.83,6,6.72,16,67.95,29.21,227.92,87.75,1
31.64,76.93,7,6.99,18,191.73,26.64,358.93,55.72,1
33.69,77.09,9,4.66,3.74,41452.63,28.69,170.95,116.99,0
33.89,73.18,7,7.32,17,99.85,28.89,267.13,74.87,1
38.85,63.37,12,8.37,3.21,15063.81,33.85,231.44,86.41,0
34.11,73.54,7,6.77,18,62.19,29.11,230.72,86.69,1
34.07,73.73,7,8.12,18,130.68,29.07,300.67,66.52,1
33.66,76.44,2,4.08,2.97,20555.97,28.66,201.94,99.04,0
39.63,60.57,7,5.04,4.96,40829.35,34.63,142.86,140,0
37.73,66.6,6,6.6,18,42.68,32.73,210.34,95.08,1
34.83,76.06,7,7.36,16,67.95,29.83,239.03,83.67,1
34.55,74.24,8,4.56,4.82,23829.79,29.55,189.26,105.67,0
35.25,71.6,7,7.31,17,20.64,30.25,189.05,105.79,1
33.55,76.34,7,6.54,3.43,12330.41,28.55,214.99,93.03,0
33.42,75.99,7,9.25,4,22749.18,28.42,184.44,108.44,0
34.06,73.24,6,7.31,16,96.16,29.06,261.83,76.39,1
33.36,76.28,8,7.66,4.79,35056.23,28.36,230.82,86.65,0
33.72,75.23,7,7.27,18,69.86,28.72,239.8,83.4,1
33.84,74.74,6,8.2,3.36,27701.79,28.84,203.11,98.47,0
33.61,77.22,7,10.93,3.89,18846.63,28.61,162.42,123.13,0
36.24,67.76,7,7.05,17,22.67,31.24,188.96,105.84,1
33.51,76.73,9,6.75,3.31,22475.09,28.51,166.39,120.2,0
39.03,61.21,4,9.3,3.68,13990.51,34.03,163.04,122.67,0
33.57,76.64,9,9.96,5.22,18743.22,28.57,276.7,72.28,0
33.51,77.03,5,6.38,4.53,21250.94,28.51,266.02,75.18,0
39.3,61.08,11,8,4.38,15908.56,34.3,164.38,121.67,0
34.43,71.31,6,6.7,18,261.37,29.43,427.24,46.81,1
37.9,65.72,4,7.31,2.22,23154.06,32.9,158.71,126.02,0
33.35,76.97,9,7.06,2.95,39484.64,28.35,178.81,111.85,0
33.75,76.79,8,7.46,2.93,16242.06,28.75,225.31,88.76,0
39.63,60.96,8,8.54,2.32,31429.38,34.63,181.41,110.25,0
37.98,65.79,5,8,3.92,39742.97,32.98,205.64,97.26,0
33.48,76.34,7,8,3.84,8906.98,28.48,129.88,153.98,0
33.58,76.25,5,5.89,3.31,11006.05,28.58,139.36,143.51,0
34.31,72.62,7,7.35,17,300.68,29.31,468.27,42.71,1
33.58,74.38,6,7.15,18,155.42,28.58,323.11,61.9,1
34.33,75.35,7,11.53,3,4111.79,29.33,183.26,109.13,0
33.38,76.38,7,7.09,4.08,30045.37,28.38,222.5,89.89,0
31.54,77.42,7,6.86,17,190.02,26.54,356.38,56.12,1
33.69,75.43,6,6.94,17,67.95,28.69,235.7,84.85,1
33.92,75.88,7,6.81,3.28,15149.49,28.92,261.39,76.51,0
33.36,76.87,9,6.05,2.22,20278.38,28.36,230.59,86.74,0
37.68,65.47,6,6.85,16,60.26,32.68,224.94,88.91,1
33.53,77.32,8,5.73,3.91,35899.28,28.53,191.75,104.3,0
37.48,65.95,9,7.74,3.74,22824.7,32.48,218.24,91.64,0
34.29,73.69,7,7.37,18,278.39,29.29,448.03,44.64,1
33.58,76.73,7,6.99,1.9,33357.52,28.58,144.21,138.69,0
36.36,69.22,6,6.88,17,121.71,31.36,288.53,69.32,1
33.44,76.57,8,3.8,4.47,14904.94,28.44,111.25,179.78,0
30.2,77.06,6,7.08,16,172.81,25.2,334.35,59.82,1
38.5,62.34,6,3.64,3.46,24752.07,33.5,183.91,108.75,0
39.54,61.05,7,3.84,3.64,19988.65,34.54,186.92,107,0
37.71,65.24,6,5.73,4.41,12932.59,32.71,197.19,101.42,0
33.94,72.95,6,6.8,18,18.6,28.94,185.23,107.97,1
39.29,60.79,7,8,3.71,26009.08,34.29,237.68,84.15,0
33.81,73.86,7,7.21,16,60.26,28.81,226.95,88.13,1
38.66,63.21,11,7.8,4.11,32704.57,33.66,188.39,106.16,0
38.66,62.14,10,8.06,4.47,11567.89,33.66,200.49,99.75,0
37.18,66.89,9,6.01,3.46,21573.75,32.18,218.84,91.39,0
35.6,66.31,6,6.68,18,234.25,30.6,397.44,50.32,1
33.61,76.64,8,5.72,3.51,13463.85,28.61,182.44,109.62,0
36.54,68.8,8,7.57,3.28,30823.73,31.54,205.4,97.37,0
33.57,76.54,4,8,3.11,30573.07,28.57,207.06,96.59,0
33.55,76.25,6,8,3.4,8729.1,28.55,232.94,85.86,0
35.53,72.54,9,6.72,2.4,17180.19,30.53,218.06,91.72,0
29.65,79.4,7,6.93,17,139.57,24.65,304.2,65.75,1
38.5,61.36,7,7.17,18,79.35,33.5,244.88,81.67,1
37.85,65.92,6,6.86,4.5,27567.38,32.85,179.07,111.69,0
32.29,74.57,7,6.98,18,30.74,27.29,196.87,101.59,1
33.58,76.05,8,7.78,5.43,38895.36,28.58,215.53,92.79,0
33.58,76.93,8,7.3,4.6,29136.34,28.58,182.45,109.62,0
33.53,76.93,6,9.59,4.67,11351.86,28.53,195.84,102.13,0
37.16,66.11,6,8.37,18,26.71,32.16,194.51,102.82,1
33.76,77.09,9,7.65,4.04,15326.93,28.76,239.49,83.51,0
38.2,64.01,6,4.04,17,77.46,33.2,239.91,83.36,1
33.6,76.25,5,8,3.78,34822.82,28.6,236.2,84.67,0
36.16,69.94,6,6.87,16,10.39,31.16,176.52,113.3,1
34.66,71.8,7,6.92,16,116.29,29.66,282.33,70.84,1
32.08,70.59,6,6.77,18,67.95,27.08,228.47,87.54,1
32.82,70.58,6,6.83,17,75.56,27.82,236.61,84.53,1
33.81,73.86,6,7.13,17,10.39,28.81,177,112.99,1
38.63,63.4,9,8,4.27,13286.16,33.63,204.85,97.63,0
37.04,66.79,8,5.35,3.31,11797.92,32.04,232.67,85.96,0
37.23,68.31,6,7.75,18,54.45,32.23,223.97,89.3,1
31.87,75.62,6,6.8,16,184.87,26.87,348.03,57.47,1
33.47,78,6,7.35,16,101.69,28.47,270.98,73.81,1
32.07,72.74,6,6.78,17,20.64,27.07,182.3,109.71,1
36.65,67.73,9,8,3.94,21862.75,31.65,237.71,84.14,0
38.56,62.14,9,6.55,4.69,34006.42,33.56,198.81,100.6,0
37.29,66.86,7,8.31,2.99,8727.25,32.29,203.74,98.16,0
34.66,72.68,6,7.3,16,101.69,29.66,267.99,74.63,1
36.28,66.4,6,6.8,17,24.69,31.28,188.45,106.13,1
33.84,76.7,6,7.74,5.02,27648.16,28.84,208.92,95.73,0
30.95,80.68,6,7.32,18,198.57,25.95,367.47,54.43,1
34.85,73.33,6,6.82,16,94.31,29.85,261.16,76.58,1
34.53,70.43,7,6.99,18,22.67,29.53,189.15,105.74,1
36.65,68.32,6,7.22,18,60.26,31.65,228.1,87.68,1
37.06,66.99,8,7.39,4.26,29917.82,32.06,207.96,96.17,0
33.48,76.34,6,7.94,18,24.69,28.48,194.93,102.6,1
33.45,76.83,7,5.97,3.91,30846.59,28.45,187.09,106.9,0
35.87,70.46,6,5.94,4.3,14778.03,30.87,249.16,80.27,0
39.17,61.69,7,9.92,3.39,21470.28,34.17,199.18,100.41,0
33.5,76.15,7,7.98,17,128.89,28.5,299.02,66.89,1
33.45,74.68,7,6.8,18,18.6,28.45,186.98,106.96,1
34.73,71.77,6,7.05,17,22.67,29.73,188.95,105.85,1
33.57,78.3,7,6.39,3.64,17258.11,28.57,185.84,107.62,0
34.33,74.67,6,7.36,16,278.39,29.33,446.08,44.84,1
33.97,74.02,7,6.05,18,150.16,28.97,318.17,62.86,1
33.5,76.34,8,7.46,3.54,33173.5,28.5,195.03,102.55,0
35.41,67.9,6,6.85,18,24.69,30.41,189.26,105.67,1
38.38,62.95,6,6.78,16,141.34,33.38,304.83,65.61,1
33.48,76.44,7,7.23,16,132.46,28.48,301.09,66.43,1
33.85,76.6,8,8.14,4.14,25433.47,28.85,210.38,95.07,0
39.03,61.5,6,6.86,17,414.58,34.03,579,34.54,1
29.92,76.7,7,7.01,18,52.5,24.92,216.05,92.57,1
33.51,77.03,9,5.27,4.06,19015.47,28.51,181.73,110.05,0
30.26,79.09,6,7.16,17,220.69,25.26,385.46,51.89,1
35.66,66.99,6,6.66,16,88.73,30.66,250.7,79.78,1
38.79,63.18,10,8,2.63,9609.74,33.79,241,82.99,0
33.75,76.31,8,8,3.52,36819.99,28.75,175.83,113.74,0
34.03,72.56,7,7.31,16,98.01,29.03,263.94,75.77,1
37.53,65.66,7,6.57,18,28.73,32.53,196.02,102.03,1
29.83,76.61,6,7.02,18,56.39,24.83,218.68,91.46,1
34.79,69.72,6,6.81,17,20.64,29.79,184.75,108.25,1
33.87,76.7,9,8,4.13,17540.58,28.87,191.3,104.55,0
33.63,76.44,6,7.77,3.91,13829.94,28.63,194.73,102.7,0
38.35,64.69,7,10.02,3.85,9064.04,33.35,210.13,95.18,0
38.29,65.56,10,6.96,2.4,27408.5,33.29,193.75,103.22,0
35.05,73.49,5,5.49,3.65,21715.77,30.05,192.51,103.89,0
36.63,68.8,5,7.37,3.82,19283.4,31.63,155.64,128.5,0
37.14,66.4,6,6.67,16,110.84,32.14,275.19,72.68,1
33.72,76.7,10,8,3.24,12675.94,28.72,183.49,109,0
34.25,75.64,7,7.32,16,98.01,29.25,267.47,74.77,1
33.17,77.45,6,7.33,16,105.36,28.17,273.48,73.13,1
35.88,69.97,8,8,3.33,16589.81,30.88,179.41,111.48,0
30.81,79.6,6,7.61,18,244.41,25.81,412.24,48.52,1
38.58,64.07,6,8.86,4.68,24085.11,33.58,193.74,103.23,0
33.67,76.64,7,8,3.81,20743.35,28.67,200.84,99.58,0
39.32,61.66,5,7.81,2.45,12013.55,34.32,100.46,199.09,0
32.24,73.29,7,6.76,18,20.64,27.24,185.17,108.01,1
34.33,73.21,6,7.26,18,73.67,29.33,241.8,82.71,1
36.05,68.87,7,7.8,16,81.23,31.05,248,80.65,1
34.48,74.24,7,8,4.17,24518.57,29.48,202.89,98.58,0
39.71,60.28,7,6.89,5.45,19947.92,34.71,173.33,115.39,0
36.59,69.87,8,6.76,3.96,13821.56,31.59,209.36,95.53,0
33.76,76.11,6,6.81,16,64.11,28.76,231.55,86.37,1
31.44,73.89,7,6.67,18,66.03,26.44,229.47,87.16,1
38.58,61.76,7,6.78,17,125.31,33.58,290.01,68.96,1
33.97,74.51,7,7.36,17,98.01,28.97,266.82,74.96,1
35.12,71.73,7,6.04,17,293.79,30.12,460.8,43.4,1
39.44,61.47,10,6.48,4.31,16532.83,34.44,177.29,112.81,0
38.23,63.14,10,6.35,4.38,41065.23,33.23,186.73,107.1,0
35.47,70.3,6,7.39,18,22.67,30.47,190.3,105.1,1
39.63,60.57,7,7.37,17,81.23,34.63,247.43,80.83,1
36.6,68.99,7,7.38,5.03,16862.54,31.6,237.92,84.06,0
32.45,75.81,6,6.75,17,79.35,27.45,244.81,81.7,1
39.59,60.57,6,6.34,3.69,45222.51,34.59,225.03,88.88,0
37.4,67.14,6,6.73,3.18,27430.44,32.4,197.56,101.23,0
35.15,72.71,6,6.9,4.49,16616.52,30.15,173.39,115.35,0
31.25,72.55,6,6.78,16,71.77,26.25,230.6,86.73,1
32.73,70.78,7,6.82,18,75.56,27.73,238.62,83.82,1
36.26,67.38,6,7.07,17,26.71,31.26,191.68,104.34,1
34.91,73.62,7,8.23,2.78,18132.09,29.91,182.2,109.77,0
30.56,75.12,7,7.05,18,69.86,25.56,233.15,85.78,1
33.32,76.57,7,7.39,17,20.64,28.32,190.24,105.13,1
36.09,70.04,5,8,4.99,39802.51,31.09,190.88,104.78,0
35.03,70.27,7,7.33,18,71.77,30.03,239.43,83.53,1
34.83,69.33,7,6.8,18,18.6,29.83,184.39,108.47,1
39.37,60.99,10,9.95,4.05,3773.28,34.37,232.95,85.86,0
35.32,72.96,7,7.11,4.02,23688.21,30.32,148.62,134.57,0
35.96,70.04,5,6.96,4.53,35229.08,30.96,205.18,97.47,0
30.24,76.53,6,7.02,18,139.57,25.24,302.6,66.09,1
39.03,61.02,7,6.74,5.21,30950.68,34.03,156.48,127.81,0
33.23,75.31,7,7.26,16,101.69,28.23,268.72,74.43,1
33.58,77.03,8,4.14,3.17,40626.85,28.58,253.6,78.86,0
30.31,76.14,6,7,16,139.57,25.31,300.33,66.59,1
38.41,64.98,6,7.32,18,77.46,33.41,245.58,81.44,1
30.18,76.37,6,6.98,18,184.87,25.18,347.58,57.54,1
38.84,62.79,10,9.39,4.67,20592.26,33.84,215.05,93,0
33.61,76.25,7,7.95,3.89,6108.8,28.61,185.42,107.86,0
36.57,69.58,6,6.65,3.83,15176.29,31.57,191.84,104.25,0
34.71,71.18,6,6.75,17,8.32,29.71,173.67,115.16,1
33.95,77.15,5,7.95,3.59,16769.89,28.95,213.07,93.87,0
36.87,64.3,6,7.31,18,46.63,31.87,210.98,94.8,1
34.38,74.96,7,5.67,5.6,27244.63,29.38,203.45,98.3,0
33.58,77.42,9,3.76,4.99,45050,28.58,196.02,102.03,0
33.84,76.7,8,5.9,5.08,14704.91,28.84,192.04,104.14,0
34.37,74.57,7,6.93,18,52.5,29.37,222.74,89.79,1
36.67,67.89,7,6.4,4.19,12278.99,31.67,243.72,82.06,0
37.92,65.43,6,6.1,4.59,39352.78,32.92,211.45,94.58,0
30.39,76.63,7,7.01,18,157.17,25.39,321.59,62.19,1
39.14,62.47,6,6.78,4.07,12736.87,34.14,189.61,105.48,0
37.18,67.08,6,7.31,18,77.46,32.18,245.21,81.56,1
32.38,75.55,7,6.93,18,24.69,27.38,191.93,104.2,1
38.88,63.27,10,8,4.33,19575.48,33.88,182.58,109.54,0
33.35,71.88,6,6.85,18,116.29,28.35,280.72,71.25,1
33.6,76.54,7,8.8,4.03,13121.17,28.6,205.41,97.37,0
38.39,61.88,6,6.66,16,109.02,33.39,271.34,73.71,1
30.46,78.4,7,7.17,18,203.69,25.46,370.18,54.03,1
37.21,68.7,7,7.29,18,81.23,32.21,251.64,79.48,1
30.54,79.64,6,6.46,16,220.69,25.54,384.87,51.97,1
33.54,76.73,3,7.96,3.96,32405.41,28.54,244.4,81.83,0
34.1,76.27,7,6.68,17,14.51,29.1,184.66,108.31,1
33.66,76.34,8,7.28,6.08,30396.9,28.66,165.8,120.63,0
33.57,76.54,7,6.51,3.73,26262.55,28.57,185.34,107.91,0
32.11,81.57,6,7.16,18,198.57,27.11,370.52,53.98,1
33.84,75.72,7,5.57,17,16.55,28.84,184.52,108.39,1
37.37,64.62,7,7.69,17,28.73,32.37,194.78,102.68,1
30.71,79.25,6,6.93,17,232.55,25.71,398.15,50.23,1
39.27,62.15,7,7.19,17,177.99,34.27,344.87,57.99,1
34.06,76.27,6,7.23,4.15,23129.75,29.06,213.32,93.76,0
39.26,61.37,6,8.58,3.92,24897.29,34.26,221.15,90.44,0
34.43,71.41,7,7.57,17,22.67,29.43,189.51,105.54,1
33.75,76.79,8,7.46,2.93,16242.06,28.75,225.31,88.76,0
34.38,75.54,6,4.35,4.44,24352.07,29.38,157.51,126.97,0
34.21,73.11,6,7.4,17,300.68,29.21,467.61,42.77,1
32.85,78.9,6,6.99,17,58.33,27.85,227.92,87.75,1
35.61,71.47,8,6.22,4.15,15597.64,30.61,203.71,98.18,0
39.34,60.79,9,5.91,4.81,27296.29,34.34,177.89,112.43,0
35.47,69.32,7,7.01,17,18.6,30.47,184.87,108.18,1
33.47,76.54,6,7.57,18,18.6,28.47,188.65,106.02,1
36.67,66.24,6,6.66,16,54.45,31.67,217.69,91.87,1
38.31,62.46,6,6.65,17,88.73,33.31,252.46,79.22,1
38.35,64.2,7,7.24,16,64.11,33.35,230.25,86.86,1
34.55,72.09,6,7.27,16,110.84,29.55,276.3,72.39,1
33.55,76.54,8,5.23,3.05,27971.89,28.55,176.71,113.18,0
30.48,76.2,6,6.97,18,167.61,25.48,330.74,60.47,1
38.69,61.85,7,8.05,3.63,9025.08,33.69,198.99,100.51,0
39.64,60.67,9,5.68,2.34,35643.18,34.64,188.19,106.28,0
38.23,62.85,6,8,5.46,17107.22,33.23,215.98,92.6,0
38.79,63.08,9,7.44,2.19,18223.03,33.79,180.86,110.58,0
35.22,71.41,6,6.81,18,10.39,30.22,178.05,112.33,1
33.77,76.31,5,6.4,3.96,22057.05,28.77,249.97,80.01,0
33.54,77.51,6,1.43,4.95,12937.25,28.54,228.13,87.67,0
30.18,76.76,6,7.03,16,132.46,25.18,293.61,68.12,1
37.58,64.78,6,7.19,18,60.26,32.58,226.39,88.34,1
38.1,64.24,6,7.23,16,66.03,33.1,230.7,86.69,1
38.5,62.34,7,6.9,16,62.19,33.5,226.43,88.33,1
33.51,76.83,5,8.18,4.11,21856.99,28.51,201.55,99.23,0
34.06,73.34,7,7.28,17,96.16,29.06,263.9,75.79,1
33.7,80.11,7,7.76,17,64.11,28.7,238.38,83.9,1
38.53,62.04,7,6.7,16,58.33,33.53,222.13,90.04,1
37.1,66.21,7,6.69,17,114.48,32.1,280.58,71.28,1
37.44,66.05,6,8.15,2.46,21361.2,32.44,168.1,118.98,0
37.91,63.98,8,7.2,5.7,11889.25,32.91,207.83,96.23,0
33.32,76.97,7,7.73,3.85,18445.74,28.32,166.99,119.77,0
33.53,76.93,6,8,4.5,26964.32,28.53,216.27,92.48,0
33.69,76.21,7,7.08,3.26,16648.6,28.69,198.41,100.8,0
39.25,62.44,7,7.6,3.7,11346.14,34.25,199.35,100.32,0
34.21,73.4,6,7.31,17,112.66,29.21,279.79,71.48,1
37.33,68.6,6,7.4,17,52.5,32.33,221.16,90.43,1
39.33,61.76,8,8,4.09,20557.24,34.33,155.06,128.99,0
38.22,63.04,6,7.2,18,84.99,33.22,250.67,79.79,1
34.4,75.05,6,7.3,17,283.51,29.4,452.66,44.18,1
37.31,66.86,6,5.96,4.92,23926.08,32.31,182.11,109.82,0
31.81,76.9,6,6.97,16,155.42,26.81,319.91,62.52,1
33.95,75.39,5,5.5,5.15,19911.22,28.95,263.68,75.85,0
33.73,76.31,7,6.89,2.9,30722.3,28.73,179.63,111.34,0
37.14,66.3,7,7,17,110.84,32.14,277.42,72.09,1
33.13,73.68,7,6.8,17,66.03,28.13,231.77,86.29,1
33.67,76.25,9,6.57,2.23,12875.13,28.67,141.59,141.25,0
39.52,60.67,8,7.29,4.24,21891.68,34.52,202.33,98.85,0
38.75,63.27,5,5.83,3.18,25863.34,33.75,191,104.71,0
33.65,76.54,8,6.69,5.56,17786.76,28.65,160.26,124.8,0
33.79,76.4,6,6.64,3.71,20511.37,28.79,205.23,97.45,0
